ParcelId,OldLand,OldBuilding,OldTotal,NewLand,NewBuilding,NewTotal,NBHD
R72 05106 0009,10240,12050,22290,5450,12410,17860,41000OND
R72 05106 0010,10240,15210,25450,5450,21540,26990,41000OND
R72 05106 0011,10240,13820,24060,5450,15580,21030,41000OND
R72 05106 0012,10240,16080,26320,5450,18090,23540,41000OND
R72 05106 0013,10240,14330,24570,5450,17780,23230,41000OND
R72 05106 0014,10240,15440,25680,4590,8270,12860,41000OND
R72 05106 0015,10240,24560,34800,5450,24300,29750,41000OND
R72 05106 0016,10240,16550,26790,5450,18630,24080,41000OND
R72 05106 0017,13460,16070,29530,7730,17070,24800,41000OND
R72 05106 0018,20530,26680,47210,13190,35190,48380,41000OND
R72 05106 0019,13520,40960,54480,7500,24850,32350,41000OND
R72 05106 0020,12820,17940,30760,7030,18840,25870,41000OND
R72 05106 0021,12530,12100,24630,6820,14010,20830,41000OND
R72 05106 0022,12380,15810,28190,6730,18370,25100,41000OND
R72 05106 0023,12380,16320,28700,6730,19310,26040,41000OND
R72 05106 0024,12380,16140,28520,6730,13910,20640,41000OND
R72 05106 0025,12380,15360,27740,6730,17770,24500,41000OND
R72 05106 0026,12260,14850,27110,6660,18420,25080,41000OND
R72 05106 0027,12380,15190,27570,6730,17910,24640,41000OND
R72 05106 0028,12380,15040,27420,6730,17960,24690,41000OND
R72 05106 0029,18100,19090,37190,10580,33520,44100,41000OND
R72 05106 0030,14880,60740,75620,13600,45240,58840,C0200000
R72 05106 0031,11540,23390,34930,6260,29390,35650,41000OND
R72 05106 0032,11540,34810,46350,5270,31160,36430,41000OND
R72 05106 0033,11540,20900,32440,6260,24040,30300,41000OND
R72 05106 0034,11540,34290,45830,6260,32720,38980,41000OND
R72 05106 0035,12900,11120,24020,7100,14100,21200,41000OND
R72 05106 0036,12300,16860,29160,6720,19840,26560,41000OND
R72 05106 0037,12300,16180,28480,6720,18270,24990,41000OND
R72 05106 0038,12300,15000,27300,6720,17710,24430,41000OND
R72 05106 0039,12450,15190,27640,6810,17910,24720,41000OND
R72 05106 0040,12300,15190,27490,6720,18880,25600,41000OND
R72 05106 0041,12300,15600,27900,6720,17390,24110,41000OND
R72 05106 0042,12300,16750,29050,6720,17330,24050,41000OND
R72 05106 0043,12180,19530,31710,6690,22060,28750,41000OND
R72 05106 0044,12180,17520,29700,6690,26190,32880,41000OND
R72 05106 0045,12180,38800,50980,6690,43220,49910,41000OND
R72 05106 0046,9600,26060,35660,5070,29740,34810,41000OND
R72 05106 0047,10300,13870,24170,5440,20800,26240,41000OND
R72 05106 0048,12010,22120,34130,6570,11730,18300,41000OND
R72 05106 0049,13400,16160,29560,7740,17240,24980,41000OND
R72 05106 0050,12010,23970,35980,6570,24770,31340,41000OND
R72 05106 0051,13940,18850,32790,7820,21470,29290,41000OND
R72 05106 0052,12620,29380,42000,6930,30160,37090,41000OND
R72 05106 0053,12330,24590,36920,6750,26920,33670,41000OND
R72 05106 0054,12330,25650,37980,6750,26780,33530,41000OND
R72 05106 0055,12330,18720,31050,6750,26410,33160,41000OND
R72 05106 0056,12330,25190,37520,6750,36130,42880,41000OND
R72 05106 0057,12330,18730,31060,6780,13940,20720,41000OND
R72 05106 0058,12330,22150,34480,6780,22580,29360,41000OND
R72 05106 0059,12330,21860,34190,6780,22850,29630,41000OND
R72 05106 0060,5470,0,5470,2520,0,2520,C0200000
R72 05106 0061,11250,23580,34830,6090,24870,30960,41000OND
R72 05106 0062,11250,18080,29330,6090,18640,24730,41000OND
R72 05106 0063,17250,47330,64580,9880,65840,75720,41000OND
R72 05106 0064,12450,36140,48590,6850,44820,51670,41000OND
R72 05106 0065,12450,27950,40400,6850,24710,31560,41000OND
R72 05106 0066,12300,32830,45130,6750,36870,43620,41000OND
R72 05106 0067,12300,32680,44980,6750,18900,25650,41000OND
R72 05106 0068,12300,18470,30770,3420,0,3420,41000OND
R72 05106 0069,6150,0,6150,3380,34080,37460,41000OND
R72 05106 0070,12300,37960,50260,7470,0,7470,41000OND
R72 05106 0071,11800,36090,47890,8980,0,8980,41000OND
R72 05106 0073,12000,27590,39590,6560,8810,15370,41000OND
R72 05106 0074,12000,31530,43530,6560,37000,43560,41000OND
R72 05106 0075,11400,18820,30220,6180,16560,22740,41000OND
R72 05106 0076,11400,20380,31780,6180,23390,29570,41000OND
R72 05106 0077,11250,21580,32830,6090,24640,30730,41000OND
R72 05106 0078,5630,0,5630,2780,0,2780,41000OND
R72 05106 0079,10140,16850,26990,5340,19660,25000,41000OND
R72 05106 0081,15530,20880,36410,9330,24830,34160,41000OND
R72 05106 0082,18330,31080,49410,9800,36090,45890,41000OND
R72 05107 0001,10830,15550,26380,5840,17000,22840,41000OND
R72 05107 0002,11320,29430,40750,6100,42030,48130,41000OND
R72 05107 0003,11660,26500,38160,6320,30660,36980,41000OND
R72 05107 0004,11660,29850,41510,6320,42210,48530,41000OND
R72 05107 0005,11660,25050,36710,6320,32190,38510,41000OND
R72 05107 0006,11660,25180,36840,6320,38510,44830,41000OND
R72 05107 0007,11660,29080,40740,6320,31540,37860,41000OND
R72 05107 0008,11660,30700,42360,6320,37490,43810,41000OND
R72 05107 0009,11540,11580,23120,2820,35260,38080,41000OND
R72 05107 0010,10660,30990,41650,2610,0,2610,41000OND
R72 05107 0011,10880,27860,38740,5830,41070,46900,41000OND
R72 05107 0012,11540,36050,47590,6260,45900,52160,41000OND
R72 05107 0013,13860,33450,47310,7880,34310,42190,41000OND
R72 05107 0014,48930,81650,130580,47120,69480,116600,C0200000
R72 05107 0015,12440,30380,42820,6840,36420,43260,41000OND
R72 05107 0016,11810,20100,31910,6420,25790,32210,41000OND
R72 05107 0017,11500,22530,34030,6210,30950,37160,41000OND
R72 05107 0018,10950,32370,43320,4730,0,4730,41000OND
R72 05107 0019,5710,22470,28180,5000,0,5000,41000OND
R72 05107 0020,6440,0,6440,6590,0,6590,C0200000
R72 05107 0021,8250,0,8250,7600,0,7600,C0200000
R72 05107 0022,12440,0,12440,5730,0,5730,C0200000
R72 05107 0026,12950,34290,47240,7110,40440,47550,41000OND
R72 05107 0027,10480,22600,33080,5600,27360,32960,41000OND
R72 05107 0028,10480,22260,32740,5600,30740,36340,41000OND
R72 05107 0029,10480,21260,31740,5600,30530,36130,41000OND
R72 05107 0030,10480,20500,30980,5600,20360,25960,41000OND
R72 05107 0031,10480,24350,34830,5600,35770,41370,41000OND
R72 05107 0032,10480,21510,31990,5600,31010,36610,41000OND
R72 05107 0033,10480,29870,40350,5600,36760,42360,41000OND
R72 05107 0034,10480,22480,32960,5600,29900,35500,41000OND
R72 05107 0035,11950,58990,70940,3480,67610,71090,C0200000
R72 05107 0036,11810,34820,46630,5580,38690,44270,41000OND
R72 05107 0037,11660,28550,40210,3270,59930,63200,C0200000
R72 05107 0038,19890,25120,45010,36660,0,36660,C0200000
R72 05107 0039,10000,24360,34360,3130,25470,28600,41000OND
R72 05107 0040,8840,20490,29330,4760,24910,29670,41000OND
R72 05107 0041,8840,25400,34240,4780,28930,33710,41000OND
R72 05107 0042,8950,15350,24300,4800,19760,24560,41000OND
R72 05107 0043,8820,21430,30250,4740,28500,33240,41000OND
R72 05107 0044,8820,27120,35940,4760,34120,38880,41000OND
R72 05107 0045,8930,25880,34810,4790,29200,33990,41000OND
R72 05107 0046,9050,20690,29740,4880,31790,36670,41000OND
R72 05107 0047,9160,14860,24020,4900,31150,36050,41000OND
R72 05107 0048,9160,19590,28750,4930,25190,30120,41000OND
R72 05107 0049,9270,22330,31600,4950,23030,27980,41000OND
R72 05107 0050,10150,27310,37460,5400,33910,39310,41000OND
R72 05107 0051,10910,16840,27750,2980,0,2980,41000OND
R72 05107 0052,11060,18300,29360,4790,0,4790,41000OND
R72 05108 0007,56950,6760,63710,71010,5300,76310,C0200000
R72 05108 0009,800,0,800,3780,0,3780,C0200000
R72 05108 0011,3640,0,3640,16350,0,16350,C0200000
R72 05108 0013,240,0,240,240,0,240,C0200000
R72 05108 0023,21010,0,21010,94470,0,94470,C0200000
R72 05108 0024,17960,0,17960,80790,0,80790,C0200000
R72 05108 0025,920,0,920,4160,0,4160,C0200000
R72 05108 0027,12270,0,12270,55150,0,55150,C0200000
R72 05108 0030,!,!,!
R72 05109 0001,14420,21740,36160,13770,9570,23340,C0200000
R72 05109 0004,4970,0,4970,4740,3600,8340,C0200000
R72 05109 0005,19860,226380,246240,18970,12850,31820,C0200000
R72 05109 0009,4970,2100,7070,4740,3600,8340,C0200000
R72 05109 0010,4970,2100,7070,4740,3600,8340,C0200000
R72 05109 0011,14900,5640,20540,14230,9900,24130,C0200000
R72 05109 0014,4970,2100,7070,4740,3600,8340,C0200000
R72 05109 0015,2850,2100,4950,2600,2170,4770,C0200000
R72 05109 0016,6140,0,6140,27370,0,27370,C0200000
R72 05109 0018,530,0,530,2520,0,2520,C0200000
R72 05109 0023,6330,0,6330,3210,0,3210,41000OND
R72 05109 0024,6330,0,6330,9180,5100,14280,C0200000
R72 05109 0026,17980,39520,57500,5480,0,5480,41000OND
R72 05109 0027,10000,25760,35760,3130,29000,32130,41000OND
R72 05109 0028,10000,22070,32070,3130,24610,27740,41000OND
R72 05109 0029,10000,18310,28310,3130,20400,23530,41000OND
R72 05109 0030,10000,19060,29060,3130,21590,24720,41000OND
R72 05109 0031,10000,19590,29590,3130,19820,22950,41000OND
R72 05109 0032,11000,17820,28820,3440,19940,23380,41000OND
R72 05109 0033,11000,28670,39670,3440,31640,35080,41000OND
R72 05109 0034,11000,23900,34900,3440,28150,31590,41000OND
R72 05109 0035,11000,17950,28950,3440,20190,23630,41000OND
R72 05109 0036,11000,30970,41970,3440,35170,38610,41000OND
R72 05109 0037,19530,132390,151920,11140,0,11140,C0200000
R72 05109 0050,14330,22210,36540,8090,27790,35880,41000OND
R72 05109 0051,12290,24410,36700,6730,12250,18980,41000OND
R72 05109 0052,11810,22260,34070,6420,9670,16090,41000OND
R72 05109 0053,14040,3290,17330,4040,0,4040,41000OND
R72 05109 0054,14180,41480,55660,7990,45540,53530,41000OND
R72 05109 0055,12540,40300,52840,6950,0,6950,41000OND
R72 05109 0056,5230,2640,7870,2880,0,2880,41000OND
R72 05109 0057,14850,42860,57710,8030,45480,53510,41000OND
R72 05109 0058,10000,20920,30920,2500,0,2500,41000OND
R72 05109 0059,8000,0,8000,2500,0,2500,41000OND
R72 05109 0060,2090,0,2090,18680,0,18680,C0200000
R72 05109 0062,1680,0,1680,14990,0,14990,C0200000
R72 05109 0063,10000,28030,38030,3130,29920,33050,41000OND
R72 05109 0064,22180,69360,91540,60000,120000,180000,C0200000
R72 05109 0066,62820,661430,724250,60000,3362080,3422080,C0200000
R72 05109 0074,850,0,850,3780,0,3780,C0200000
R72 05109 0075,1320,0,1320,5880,0,5880,C0200000
R72 05109 0077,13390,42260,55650,7460,49130,56590,41000OND
R72 05109 0078,13390,37350,50740,7460,47660,55120,41000OND
R72 05110 0001,10040,0,10040,7340,0,7340,C0200000
R72 05110 0002,13210,78190,91400,12080,79850,91930,C0200000
R72 05110 0004,12820,40330,53150,0,0,0,41000OND
R72 05110 0016,8910,0,8910,9240,0,9240,C0200000
R72 05110 0017,13430,20270,33700,2610,0,2610,41000OND
R72 05110 0019,9480,21430,30910,2570,0,2570,41000OND
R72 05110 0021,6960,17180,24140,2750,0,2750,41000OND
R72 05110 0022,7520,16770,24290,2140,0,2140,41000OND
R72 05110 0026,7560,19960,27520,2160,0,2160,41000OND
R72 05110 0027,7240,14980,22220,2110,0,2110,41000OND
R72 05110 0028,7030,17960,24990,2710,0,2710,41000OND
R72 05110 0029,7350,18230,25580,3010,0,3010,41000OND
R72 05110 0030,7140,1660,8800,3710,0,3710,41000OND
R72 05110 0033,13600,23480,37080,3040,0,3040,41000OND
R72 05110 0034,12560,28620,41180,1960,0,1960,C0200000
R72 05110 0035,7140,17500,24640,6530,14350,20880,C0200000
R72 05110 0036,9010,15990,25000,3730,0,3730,41000OND
R72 05110 0037,9010,9580,18590,4910,8510,13420,41000OND
R72 05110 0038,8650,7840,16490,4730,16620,21350,41000OND
R72 05110 0039,8210,19570,27780,2420,0,2420,41000OND
R72 05110 0040,8660,28570,37230,2410,0,2410,41000OND
R72 05110 0041,8870,22390,31260,2430,0,2430,41000OND
R72 05110 0044,7820,52050,59870,7150,0,7150,C0200000
R72 05111 0001,16380,30720,47100,9440,39170,48610,41000OND
R72 05111 0003,6240,0,6240,3170,0,3170,41000OND
R72 05111 0004,12940,35320,48260,7280,39930,47210,41000OND
R72 05111 0005,13160,31170,44330,7610,42490,50100,41000OND
R72 05111 0006,10520,0,10520,6130,0,6130,41000OND
R72 05111 0009,2240,0,2240,1920,0,1920,C0200000
R72 05111 0010,19760,0,19760,34890,0,34890,C0200000
R72 05111 0011,8960,0,8960,49530,0,49530,41000OND
R72 05111 0012,78900,0,78900,67500,0,67500,C0200000
R72 05111 0014,6340,0,6340,5420,0,5420,C0200000
R72 05111 0018,3170,0,3170,2710,0,2710,C0200000
R72 05112 0001,11400,20150,31550,6180,21960,28140,41000OND
R72 05112 0002,11250,19160,30410,6090,21520,27610,41000OND
R72 05112 0003,11250,30770,42020,6090,36270,42360,41000OND
R72 05112 0005,11030,21930,32960,5980,17160,23140,41000OND
R72 05112 0006,10350,9370,19720,5540,17850,23390,41000OND
R72 05112 0007,3450,0,3450,1620,0,1620,41000OND
R72 05112 0008,9350,28950,38300,5000,16860,21860,41000OND
R72 05112 0009,5330,0,5330,2610,0,2610,41000OND
R72 05112 0010,10650,23990,34640,5710,12550,18260,41000OND
R72 05112 0011,12350,27530,39880,6560,23030,29590,41000OND
R72 05112 0012,10240,13830,24070,5450,20010,25460,41000OND
R72 05112 0013,10240,14720,24960,5450,20320,25770,41000OND
R72 05112 0014,10240,20440,30680,5450,20350,25800,41000OND
R72 05112 0015,14610,12330,26940,7980,14430,22410,41000OND
R72 05112 0016,11050,36970,48020,5930,32970,38900,41000OND
R72 05112 0017,9950,31890,41840,5330,31610,36940,41000OND
R72 05112 0018,10920,28460,39380,5870,30740,36610,41000OND
R72 05112 0019,9360,20610,29970,5110,19780,24890,41000OND
R72 05112 0020,9840,18910,28750,5300,18870,24170,41000OND
R72 05112 0022,10320,26180,36500,5490,18220,23710,41000OND
R72 05112 0023,11940,25460,37400,6530,18840,25370,41000OND
R72 05112 0024,11940,26460,38400,6530,32120,38650,41000OND
R72 05112 0025,12050,24750,36800,6550,25700,32250,41000OND
R72 05112 0026,7560,0,7560,4500,0,4500,41000OND
R72 05112 0027,13370,26600,39970,7570,25790,33360,41000OND
R72 05113 0001,13440,27360,40800,7580,28320,35900,41000OND
R72 05113 0002,6720,0,6720,3450,0,3450,41000OND
R72 05113 0003,6720,0,6720,3450,0,3450,41000OND
R72 05113 0004,13440,20630,34070,7580,22800,30380,41000OND
R72 05113 0005,13440,25040,38480,7580,14380,21960,41000OND
R72 05113 0006,6890,0,6890,3560,0,3560,41000OND
R72 05113 0007,7430,0,7430,3870,0,3870,41000OND
R72 05113 0008,1480,0,1480,720,0,720,41000OND
R72 05113 0009,400,0,400,130,0,130,41000OND
R72 05114 0003,11400,24930,36330,6180,37000,43180,41000OND
R72 05114 0004,11700,19080,30780,6370,6530,12900,41000OND
R72 05114 0007,12000,21640,33640,6560,22340,28900,41000OND
R72 05114 0008,12450,21060,33510,6850,18050,24900,41000OND
R72 05114 0009,37220,0,37220,472190,559060,1031250,C0200000
R72 05114 0010,13460,22990,36450,7730,25710,33440,41000OND
R72 05114 0011,14880,29920,44800,13600,48030,61630,C0200000
R72 05114 0012,12430,21910,34340,6880,26320,33200,41000OND
R72 05114 0013,12940,11910,24850,7330,49730,57060,41000OND
R72 05114 0014,18980,24550,43530,11900,22720,34620,41000OND
R72 05114 0015,37200,124680,161880,34000,316000,350000,C0200000
R72 05114 0017,12880,42550,55430,7140,40490,47630,41000OND
R72 05114 0018,11760,11710,23470,6460,24800,31260,41000OND
R72 05114 0019,11410,25240,36650,6190,14400,20590,41000OND
R72 05114 0020,13560,27370,40930,7760,23800,31560,41000OND
R72 05114 0022,13560,25920,39480,7760,41300,49060,41000OND
R72 05114 0023,13560,23650,37210,7760,15620,23380,41000OND
R72 05114 0024,20510,27750,48260,12880,39350,52230,41000OND
R72 05114 0025,6780,1270,8050,3930,0,3930,41000OND
R72 05114 0026,14070,30140,44210,8140,34420,42560,41000OND
R72 05114 0027,7180,0,7180,3800,0,3800,41000OND
R72 05114 0028,5470,0,5470,2660,0,2660,41000OND
R72 05114 0029,11580,22650,34230,6330,24380,30710,41000OND
R72 05114 0033,13560,37100,50660,7760,45670,53430,41000OND
R72 05115 0003,21090,0,21090,18010,0,18010,C0200000
R72 05115 0004,42050,177550,219600,32860,159500,192360,C0200000
R72 05201 0001,11830,31110,42940,6420,44850,51270,41000OND
R72 05201 0002,11830,32680,44510,6420,40290,46710,41000OND
R72 05201 0003,19400,337890,357290,16630,349330,365960,C0200000
R72 05201 0005,33720,10700,44420,31080,13830,44910,C0200000
R72 05201 0006,14880,29170,44050,13600,47010,60610,C0200000
R72 05201 0007,17490,41070,58560,10290,48480,58770,41000OND
R72 05201 0008,12150,34050,46200,6640,62520,69160,41000OND
R72 05201 0009,12150,36860,49010,6640,46750,53390,41000OND
R72 05201 0010,15180,51620,66800,8300,65370,73670,41000OND
R72 05201 0011,12150,26590,38740,6620,30550,37170,41000OND
R72 05201 0012,11990,31500,43490,6510,30360,36870,41000OND
R72 05201 0013,11990,24520,36510,6510,22170,28680,41000OND
R72 05201 0014,11990,16930,28920,6510,39710,46220,41000OND
R72 05201 0015,9750,30270,40020,5290,33670,38960,41000OND
R72 05201 0017,6700,216750,223450,6170,392060,398230,C0200000
R72 05201 0018,5260,0,5260,4890,0,4890,C0200000
R72 05201 0019,5260,0,5260,4890,0,4890,C0200000
R72 05201 0020,13860,14530,28390,7880,18160,26040,41000OND
R72 05201 0021,14030,17820,31850,8000,22580,30580,41000OND
R72 05201 0023,13120,18300,31420,7270,23060,30330,41000OND
R72 05201 0024,13120,17170,30290,7270,21700,28970,41000OND
R72 05201 0026,13120,18650,31770,7270,19110,26380,41000OND
R72 05201 0028,13450,14410,27860,7490,16120,23610,41000OND
R72 05201 0030,12600,22480,35080,6980,25730,32710,41000OND
R72 05201 0031,11100,24160,35260,6020,34860,40880,41000OND
R72 05201 0032,11100,29170,40270,6020,32410,38430,41000OND
R72 05201 0033,11100,32210,43310,6020,47570,53590,41000OND
R72 05201 0034,9290,25470,34760,5000,33980,38980,41000OND
R72 05201 0035,9550,27990,37540,5140,37790,42930,41000OND
R72 05201 0036,7880,25730,33610,4440,36450,40890,41000OND
R72 05201 0038,11090,25600,36690,5960,37280,43240,41000OND
R72 05201 0039,10210,17180,27390,5490,18210,23700,41000OND
R72 05201 0041,12900,35010,47910,7170,42450,49620,41000OND
R72 05201 0043,11250,29100,40350,6120,30930,37050,41000OND
R72 05201 0044,4950,0,4950,2400,0,2400,41000OND
R72 05201 0045,12600,20850,33450,6980,11200,18180,41000OND
R72 05201 0046,11250,24970,36220,6120,27990,34110,41000OND
R72 05201 0047,11250,27920,39170,6120,31250,37370,41000OND
R72 05201 0048,11250,24490,35740,6120,27260,33380,41000OND
R72 05201 0049,11250,12890,24140,6120,88890,95010,41000OND
R72 05201 0050,5630,0,5630,2790,0,2790,41000OND
R72 05201 0051,2880,30770,33650,1390,46960,48350,41000OND
R72 05201 0052,12150,32040,44190,6690,35070,41760,41000OND
R72 05201 0053,9930,19780,29710,5340,23010,28350,41000OND
R72 05201 0055,12640,36360,49000,6970,46010,52980,41000OND
R72 05201 0060,20670,21660,42330,10490,28000,38490,41000OND
R72 05201 0065,13120,18430,31550,7270,23910,31180,41000OND
R72 05201 0067,13120,14830,27950,7270,17270,24540,41000OND
R72 05201 0070,14880,27750,42630,13600,58550,72150,C0200000
R72 05202 0001,12900,11890,24790,7170,39870,47040,41000OND
R72 05202 0002,11100,23930,35030,6020,33420,39440,41000OND
R72 05202 0003,11100,28290,39390,6020,35520,41540,41000OND
R72 05202 0004,11100,23650,34750,6020,42540,48560,41000OND
R72 05202 0005,15630,16120,31750,8010,20480,28490,41000OND
R72 05202 0006,9550,14660,24210,5140,28740,33880,41000OND
R72 05202 0007,7990,28530,36520,4470,29700,34170,41000OND
R72 05202 0009,9680,32010,41690,5210,33200,38410,41000OND
R72 05202 0010,16430,21940,38370,8460,21990,30450,41000OND
R72 05202 0011,11850,28020,39870,7190,0,7190,41000OND
R72 05202 0013,11250,21360,32610,6120,27140,33260,41000OND
R72 05202 0014,10350,24500,34850,5560,35570,41130,41000OND
R72 05202 0015,11250,10980,22230,6120,31510,37630,41000OND
R72 05202 0016,11250,23940,35190,6120,33820,39940,41000OND
R72 05202 0017,11250,12850,24100,6120,15560,21680,41000OND
R72 05202 0018,11550,22690,34240,6310,24240,30550,41000OND
R72 05202 0019,10650,18190,28840,5740,18770,24510,41000OND
R72 05202 0020,15050,19150,34200,7700,20870,28570,41000OND
R72 05202 0021,9110,16380,25490,4930,20550,25480,41000OND
R72 05202 0022,8670,0,8670,8210,0,8210,C0200000
R72 05202 0025,3830,0,3830,3620,0,3620,C0200000
R72 05202 0026,3820,0,3820,3620,0,3620,C0200000
R72 05202 0027,3420,0,3420,3240,0,3240,C0200000
R72 05202 0028,3620,0,3620,3430,0,3430,C0200000
R72 05202 0029,3890,0,3890,3680,0,3680,C0200000
R72 05202 0030,17040,20260,37300,8810,32690,41500,41000OND
R72 05202 0031,11810,23660,35470,6420,32590,39010,41000OND
R72 05202 0032,11810,25140,36950,6420,34360,40780,41000OND
R72 05202 0033,11810,26690,38500,6420,37620,44040,41000OND
R72 05202 0034,11810,23380,35190,6420,30380,36800,41000OND
R72 05202 0035,11810,22760,34570,6420,28350,34770,41000OND
R72 05202 0036,11810,17010,28820,6420,24850,31270,41000OND
R72 05202 0037,11810,19880,31690,6420,26950,33370,41000OND
R72 05202 0038,11810,19710,31520,6420,23950,30370,41000OND
R72 05202 0039,11810,17450,29260,6420,21950,28370,41000OND
R72 05202 0040,11810,24570,36380,6420,32480,38900,41000OND
R72 05202 0041,11810,32100,43910,6420,20450,26870,41000OND
R72 05202 0048,20260,48200,68460,17310,59160,76470,C0200000
R72 05202 0061,7880,21810,29690,4440,35220,39660,41000OND
R72 05202 0063,10650,21820,32470,5740,29990,35730,41000OND
R72 05202 0065,9210,28690,37900,2560,0,2560,41000OND
R72 05202 0066,130,0,130,110,0,110,C0200000
R72 05203 0001,23620,0,23620,22350,0,22350,C0200000
R72 05203 0007,54940,73570,128510,34650,0,34650,C0200000
R72 05203 0010,10100,23360,33460,5380,27000,32380,41000OND
R72 05203 0011,9960,24300,34260,5300,32530,37830,41000OND
R72 05203 0012,11500,23710,35210,6210,39310,45520,41000OND
R72 05203 0013,9770,13360,23130,5070,14750,19820,41000OND
R72 05203 0015,11500,21170,32670,6210,11830,18040,41000OND
R72 05203 0016,11500,23990,35490,6210,22090,28300,41000OND
R72 05203 0017,11500,21790,33290,6210,22560,28770,41000OND
R72 05203 0018,2210,0,2210,1160,0,1160,C0200000
R72 05203 0019,11100,19470,30570,6020,28670,34690,41000OND
R72 05203 0020,11700,19900,31600,6400,11760,18160,41000OND
R72 05203 0022,10950,22830,33780,5930,31860,37790,41000OND
R72 05203 0024,10200,23610,33810,5450,29290,34740,41000OND
R72 05203 0025,10950,32300,43250,5930,33110,39040,41000OND
R72 05203 0026,10950,15880,26830,5930,17250,23180,41000OND
R72 05203 0027,10950,17600,28550,5930,22450,28380,41000OND
R72 05203 0028,10950,24620,35570,5930,28680,34610,41000OND
R72 05203 0029,6080,0,6080,3050,0,3050,41000OND
R72 05203 0030,6310,0,6310,2070,0,2070,41000OND
R72 05203 0031,10950,26090,37040,5450,28370,33820,41000OND
R72 05203 0032,10950,28060,39010,5930,57650,63580,41000OND
R72 05203 0033,5480,0,5480,2700,0,2700,41000OND
R72 05203 0034,10950,26000,36950,5930,32830,38760,41000OND
R72 05203 0035,10950,21550,32500,5930,31420,37350,41000OND
R72 05203 0036,10950,19920,30870,5930,20950,26880,41000OND
R72 05203 0037,10950,27820,38770,5930,34350,40280,41000OND
R72 05203 0038,12150,17690,29840,6690,43120,49810,41000OND
R72 05203 0039,10320,25550,35870,5540,32900,38440,41000OND
R72 05203 0040,10180,20340,30520,5460,29710,35170,41000OND
R72 05203 0041,10180,24960,35140,5460,30450,35910,41000OND
R72 05203 0042,10180,24700,34880,5460,24780,30240,41000OND
R72 05203 0043,5090,2090,7180,2730,2740,5470,41000OND
R72 05203 0044,10180,23000,33180,5460,31680,37140,41000OND
R72 05203 0045,10180,22230,32410,5460,26130,31590,41000OND
R72 05203 0046,10180,19470,29650,5460,27100,32560,41000OND
R72 05203 0047,11300,20150,31450,6110,25830,31940,41000OND
R72 05203 0048,12150,34360,46510,6660,55710,62370,41000OND
R72 05203 0049,14340,36680,51020,8540,53720,62260,41000OND
R72 05203 0050,10290,124270,134560,9490,127760,137250,C0200000
R72 05203 0052,5070,33180,38250,4670,31920,36590,C0200000
R72 05203 0053,5070,22280,27350,4670,18650,23320,C0200000
R72 05203 0054,5070,28290,33360,4670,38780,43450,C0200000
R72 05203 0055,5070,22840,27910,4670,20630,25300,C0200000
R72 05203 0056,5070,3380,8450,4670,1160,5830,C0200000
R72 05203 0057,5070,19030,24100,4670,17210,21880,C0200000
R72 05203 0058,5070,23080,28150,4670,26660,31330,C0200000
R72 05203 0059,9770,14710,24480,5070,16960,22030,41000OND
R72 05203 0060,8330,19190,27520,4600,26810,31410,41000OND
R72 05203 0062,9370,36800,46170,4580,49440,54020,41000OND
R72 05203 0063,9770,15490,25260,5070,15520,20590,41000OND
R72 05203 0064,1780,0,1780,1280,0,1280,C0200000
R72 05204 0001,129300,1930870,2060170,58540,896150,954690,C0200000
R72 05204 0020,4810,0,4810,2370,2470,4840,C0200000
R72 05204 0031,5000,56930,61930,4730,41810,46540,C0200000
R72 05204 0032,5000,0,5000,4730,0,4730,C0200000
R72 05204 0033,5000,0,5000,4730,2770,7500,C0200000
R72 05204 0034,5000,19980,24980,4730,15000,19730,C0200000
R72 05204 0035,9630,16950,26580,2590,0,2590,41000OND
R72 05204 0036,9630,18830,28460,5110,20210,25320,41000OND
R72 05204 0037,9630,21920,31550,5110,21350,26460,41000OND
R72 05204 0038,9630,22260,31890,5110,34790,39900,41000OND
R72 05204 0039,9630,18170,27800,2590,0,2590,41000OND
R72 05204 0040,9630,26720,36350,5110,32950,38060,41000OND
R72 05204 0041,2590,0,2590,2450,0,2450,C0200000
R72 05204 0042,2500,0,2500,2370,0,2370,C0200000
R72 05204 0043,2500,0,2500,2370,0,2370,C0200000
R72 05204 0044,9630,18320,27950,5110,17760,22870,41000OND
R72 05204 0045,9630,23870,33500,5110,22640,27750,41000OND
R72 05204 0046,9630,21160,30790,5110,26730,31840,41000OND
R72 05204 0047,9630,20970,30600,5110,30000,35110,41000OND
R72 05204 0048,9630,21030,30660,5110,25130,30240,41000OND
R72 05204 0049,9630,18890,28520,5110,25980,31090,41000OND
R72 05204 0050,9630,21930,31560,5110,27210,32320,41000OND
R72 05204 0051,14980,35260,50240,14170,38020,52190,C0200000
R72 05204 0054,5050,29130,34180,4780,30030,34810,C0200000
R72 05204 0055,2530,0,2530,2390,0,2390,C0200000
R72 05204 0056,9630,21560,31190,5110,24090,29200,41000OND
R72 05204 0057,9630,25200,34830,5110,28300,33410,41000OND
R72 05204 0058,9630,18730,28360,5110,26040,31150,41000OND
R72 05204 0059,9630,18990,28620,5130,20120,25250,41000OND
R72 05204 0060,9630,5040,14670,2600,0,2600,41000OND
R72 05204 0061,10320,21280,31600,5510,27920,33430,41000OND
R72 05204 0062,12280,25820,38100,6640,34860,41500,41000OND
